Customer_ID,Age,Gender,City,Bank_Name,Account_Balance_PKR,Loan_Status,Credit_Score,Account_Type,Churn
2771,40,Female,Karachi,HBL,1131648,Yes,827,Savings,0
2772,36,Male,Karachi,Allied Bank,658207,No,582,Current,0
2773,48,Female,Rawalpindi,Meezan Bank,1406688,Yes,678,Current,0
2774,68,Female,Faisalabad,HBL,763646,No,625,Savings,0
2775,22,Male,Karachi,UBL,1952259,No,597,Current,0
2776,36,Female,Rawalpindi,Meezan Bank,1103113,No,437,Savings,1
2777,51,Male,Islamabad,Meezan Bank,1012581,No,424,Current,0
2778,27,Female,Faisalabad,UBL,1692118,Yes,691,Savings,1
2779,42,Male,Karachi,UBL,1581849,No,701,Savings,1
2780,19,Female,Islamabad,UBL,1992940,Yes,779,Savings,1
2781,28,Male,Rawalpindi,HBL,998323,Yes,700,Current,1
2782,67,Male,Karachi,HBL,433959,Yes,869,Current,1
2783,48,Female,Karachi,HBL,241735,Yes,661,Savings,1
2784,32,Female,Islamabad,Bank Alfalah,1131517,Yes,365,Current,0
2785,26,Male,Karachi,Meezan Bank,1024221,No,727,Savings,1
2786,40,Female,Lahore,HBL,1221853,Yes,820,Current,0
2787,36,Female,Karachi,Bank Alfalah,1803880,Yes,731,Savings,1
2788,26,Female,Faisalabad,Meezan Bank,27645,Yes,404,Savings,1
2789,52,Male,Islamabad,HBL,1171237,Yes,388,Savings,1
2790,38,Male,Faisalabad,UBL,1523651,Yes,305,Savings,1
2791,26,Female,Rawalpindi,Allied Bank,1392193,No,457,Savings,0
2792,45,Female,Faisalabad,HBL,847166,Yes,678,Current,0
2793,63,Male,Lahore,Allied Bank,1561126,No,629,Current,0
2794,68,Female,Lahore,HBL,1744367,Yes,402,Current,0
2795,24,Male,Faisalabad,UBL,924137,No,522,Current,1
2796,33,Female,Rawalpindi,Allied Bank,1643778,No,701,Savings,1
2797,33,Female,Karachi,Bank Alfalah,1076458,No,844,Savings,0
2798,50,Female,Lahore,UBL,887292,No,808,Savings,1
2799,21,Male,Faisalabad,Allied Bank,219611,No,483,Current,1
2800,21,Male,Faisalabad,Allied Bank,970850,No,386,Savings,0
2801,56,Male,Faisalabad,UBL,1280290,No,880,Current,0
2802,57,Male,Karachi,UBL,154051,Yes,679,Current,1
2803,34,Female,Islamabad,UBL,1159089,No,837,Current,0
2804,54,Female,Rawalpindi,Meezan Bank,390895,Yes,712,Savings,1
2805,56,Male,Islamabad,Bank Alfalah,1103404,Yes,817,Current,1
2806,69,Female,Rawalpindi,HBL,672588,Yes,594,Current,1
2807,46,Female,Rawalpindi,Allied Bank,215908,No,559,Current,1
2808,69,Male,Faisalabad,HBL,130354,Yes,683,Current,1
2809,53,Female,Lahore,UBL,1919225,No,603,Current,1
2810,55,Female,Faisalabad,Bank Alfalah,116500,No,615,Savings,1
2811,56,Male,Karachi,Bank Alfalah,1918811,No,376,Current,0
2812,67,Female,Rawalpindi,Meezan Bank,1653772,Yes,678,Current,0
2813,54,Female,Lahore,UBL,311062,Yes,760,Current,0
2814,69,Female,Rawalpindi,Allied Bank,1987000,No,355,Savings,0
2815,52,Male,Rawalpindi,Meezan Bank,255377,No,380,Current,0
2816,24,Male,Faisalabad,UBL,1009896,No,475,Savings,1
2817,44,Female,Lahore,Meezan Bank,1610649,No,682,Current,1
2818,45,Female,Lahore,HBL,265333,Yes,448,Savings,0
2819,39,Female,Rawalpindi,UBL,354901,Yes,580,Savings,1
2820,31,Male,Lahore,Allied Bank,1944498,Yes,644,Savings,0
2821,24,Male,Lahore,Allied Bank,606285,Yes,708,Current,1
2822,54,Male,Faisalabad,UBL,748761,Yes,329,Current,1
2823,39,Female,Islamabad,Meezan Bank,271372,No,721,Current,1
2824,22,Female,Karachi,Bank Alfalah,1954776,No,530,Current,0
2825,19,Female,Islamabad,UBL,1859060,Yes,658,Savings,1
2826,44,Female,Lahore,Allied Bank,761266,No,461,Current,0
2827,38,Female,Rawalpindi,HBL,1262516,Yes,527,Current,1
2828,55,Male,Karachi,Allied Bank,845815,No,520,Savings,0
2829,32,Female,Karachi,Bank Alfalah,927831,No,372,Savings,0
2830,38,Female,Rawalpindi,Allied Bank,1933309,No,698,Savings,0
2831,27,Female,Karachi,Bank Alfalah,1653639,Yes,394,Savings,1
2832,40,Male,Rawalpindi,UBL,780997,Yes,774,Current,1
2833,56,Female,Karachi,Allied Bank,85614,Yes,394,Current,1
2834,22,Male,Islamabad,Meezan Bank,672398,No,423,Savings,1
2835,18,Male,Karachi,Meezan Bank,280192,No,799,Savings,0
2836,30,Male,Faisalabad,Allied Bank,1808143,No,347,Current,1
2837,38,Male,Rawalpindi,Allied Bank,1335674,No,394,Savings,0
2838,43,Male,Karachi,HBL,241673,No,776,Savings,0
2839,67,Female,Rawalpindi,Allied Bank,1317983,Yes,332,Savings,1
2840,62,Female,Faisalabad,HBL,257067,Yes,417,Current,0
2841,38,Male,Karachi,HBL,460757,No,550,Current,1
2842,35,Male,Karachi,HBL,448687,Yes,602,Current,1
2843,54,Male,Faisalabad,HBL,209387,No,421,Savings,1
2844,62,Female,Faisalabad,UBL,384154,No,517,Current,0
2845,49,Female,Faisalabad,Meezan Bank,285369,Yes,352,Savings,1
2846,53,Male,Rawalpindi,HBL,1688486,No,425,Current,0
2847,34,Female,Faisalabad,Meezan Bank,1549869,Yes,458,Savings,1
2848,52,Female,Rawalpindi,HBL,1012760,Yes,475,Savings,1
2849,66,Male,Islamabad,Meezan Bank,941035,Yes,591,Current,1
2850,28,Male,Karachi,Allied Bank,736231,No,458,Current,0
2851,38,Female,Karachi,Allied Bank,1854538,Yes,790,Savings,0
2852,69,Female,Lahore,Meezan Bank,1607655,No,656,Savings,0
2853,43,Female,Islamabad,HBL,1688670,No,536,Savings,1
2854,21,Male,Faisalabad,UBL,787574,No,727,Savings,1
2855,51,Male,Faisalabad,Meezan Bank,1715585,No,424,Savings,0
2856,69,Male,Islamabad,Bank Alfalah,1989552,No,614,Current,1
2857,65,Female,Faisalabad,UBL,1520190,No,578,Savings,1
2858,35,Female,Lahore,Bank Alfalah,100721,No,404,Current,1
2859,57,Male,Rawalpindi,Meezan Bank,37134,No,341,Current,1
2860,52,Female,Karachi,HBL,1780389,Yes,696,Current,0
2861,58,Male,Islamabad,Bank Alfalah,1988524,Yes,759,Current,0
2862,46,Female,Karachi,Meezan Bank,182193,No,790,Savings,0
2863,69,Male,Rawalpindi,UBL,227129,No,864,Current,0
2864,46,Female,Islamabad,HBL,263107,Yes,467,Current,1
2865,55,Female,Rawalpindi,Bank Alfalah,1450046,Yes,473,Current,0
2866,59,Male,Faisalabad,Meezan Bank,1621081,Yes,671,Savings,0
2867,38,Male,Faisalabad,HBL,425282,Yes,898,Current,1
2868,59,Male,Faisalabad,HBL,1581829,Yes,449,Current,0
2869,30,Male,Rawalpindi,Allied Bank,665355,Yes,548,Current,1
2870,66,Male,Rawalpindi,HBL,1782283,No,479,Savings,1
2871,58,Female,Rawalpindi,Meezan Bank,1619053,Yes,419,Savings,0
2872,34,Male,Karachi,UBL,1177479,Yes,327,Savings,0
2873,26,Male,Rawalpindi,Allied Bank,1253125,Yes,416,Current,0
2874,58,Male,Faisalabad,Meezan Bank,176561,Yes,561,Savings,1
2875,18,Male,Lahore,Meezan Bank,1872292,No,337,Savings,1
2876,19,Male,Rawalpindi,Meezan Bank,34698,No,496,Savings,0
2877,65,Female,Lahore,Bank Alfalah,971164,No,824,Current,1
2878,46,Male,Faisalabad,Bank Alfalah,1340357,No,736,Savings,0
2879,50,Male,Rawalpindi,UBL,189096,No,709,Current,1
2880,27,Male,Karachi,Meezan Bank,1905413,No,632,Current,0
2881,67,Female,Karachi,Bank Alfalah,1906313,No,830,Current,1
2882,57,Female,Lahore,Bank Alfalah,1878564,No,764,Current,1
2883,38,Male,Karachi,Bank Alfalah,1140752,Yes,457,Savings,0
2884,45,Male,Karachi,UBL,210633,Yes,459,Savings,1
2885,28,Female,Karachi,UBL,1965652,No,633,Current,0
2886,51,Female,Faisalabad,Meezan Bank,631300,No,675,Current,1
2887,25,Female,Karachi,Allied Bank,1261925,No,378,Current,0
2888,39,Male,Islamabad,Meezan Bank,13654,Yes,496,Current,0
2889,25,Male,Rawalpindi,Bank Alfalah,1563676,No,419,Savings,0
2890,66,Female,Karachi,Bank Alfalah,1885436,No,525,Savings,1
2891,32,Male,Karachi,HBL,504771,No,894,Current,0
2892,34,Female,Karachi,Meezan Bank,1712678,No,709,Savings,1
2893,40,Female,Islamabad,Bank Alfalah,1758485,Yes,837,Savings,0
2894,41,Female,Karachi,Bank Alfalah,891811,No,638,Savings,1
2895,62,Male,Karachi,Allied Bank,75355,Yes,855,Savings,0
2896,36,Female,Rawalpindi,HBL,727479,Yes,895,Current,1
2897,22,Female,Islamabad,Meezan Bank,492312,No,836,Savings,1
2898,49,Male,Islamabad,UBL,1104833,Yes,519,Current,1
2899,61,Female,Karachi,Meezan Bank,647723,No,592,Savings,0
2900,18,Male,Islamabad,Meezan Bank,1164442,Yes,503,Savings,0
2901,40,Female,Lahore,Allied Bank,943491,No,813,Current,1
2902,54,Male,Islamabad,Meezan Bank,1313135,Yes,501,Savings,1
2903,25,Female,Islamabad,Allied Bank,948314,Yes,331,Current,1
2904,30,Female,Islamabad,Allied Bank,1865319,No,388,Savings,0
2905,25,Female,Faisalabad,Bank Alfalah,1171271,Yes,501,Current,0
2906,40,Female,Faisalabad,UBL,1899486,No,592,Savings,1
2907,60,Female,Faisalabad,Allied Bank,175992,No,414,Current,0
2908,18,Male,Islamabad,HBL,1591602,Yes,521,Savings,0
2909,62,Male,Lahore,HBL,869856,No,481,Current,0
2910,68,Female,Islamabad,UBL,1907240,No,768,Savings,0
2911,41,Female,Karachi,Allied Bank,380544,No,725,Current,0
2912,52,Female,Lahore,UBL,277618,No,851,Current,1
2913,41,Male,Faisalabad,Bank Alfalah,69026,Yes,359,Savings,1
2914,34,Male,Rawalpindi,HBL,76024,Yes,784,Current,0
2915,22,Female,Lahore,Meezan Bank,1109550,Yes,310,Current,1
2916,37,Male,Faisalabad,HBL,951648,No,684,Savings,0
2917,38,Female,Lahore,Allied Bank,277766,Yes,709,Savings,1
2918,57,Female,Lahore,UBL,1504065,Yes,341,Savings,0
2919,48,Female,Islamabad,HBL,369510,Yes,422,Current,0
2920,63,Male,Karachi,Meezan Bank,767438,No,551,Current,0
2921,53,Female,Rawalpindi,Meezan Bank,49214,Yes,783,Savings,1
2922,28,Female,Faisalabad,UBL,627472,No,512,Current,1
2923,69,Female,Lahore,UBL,783500,Yes,567,Savings,1
2924,32,Male,Rawalpindi,HBL,370377,Yes,839,Current,0
2925,36,Male,Lahore,Allied Bank,199065,No,434,Savings,0
2926,24,Male,Karachi,Bank Alfalah,1739159,Yes,797,Current,1
2927,68,Female,Rawalpindi,Meezan Bank,294009,No,425,Savings,1
2928,45,Male,Faisalabad,UBL,1263756,No,658,Savings,0
2929,68,Female,Lahore,Bank Alfalah,1557929,Yes,802,Savings,0
2930,60,Male,Karachi,Bank Alfalah,991153,No,617,Current,0
2931,22,Female,Rawalpindi,Bank Alfalah,53026,No,311,Current,1
2932,22,Male,Lahore,Allied Bank,99037,No,776,Current,0
2933,47,Female,Lahore,UBL,1510999,No,593,Savings,0
2934,49,Male,Faisalabad,Meezan Bank,692226,Yes,739,Current,0
2935,25,Male,Karachi,UBL,1464208,No,815,Current,0
2936,27,Male,Islamabad,HBL,1084351,No,690,Savings,1
2937,55,Female,Lahore,Meezan Bank,956584,Yes,615,Savings,0
2938,64,Male,Rawalpindi,UBL,735783,Yes,307,Savings,1
2939,49,Male,Faisalabad,Meezan Bank,1602238,Yes,807,Savings,0
2940,65,Male,Faisalabad,HBL,330595,No,423,Current,1
2941,45,Male,Lahore,Meezan Bank,455815,No,671,Savings,1
2942,34,Female,Lahore,Bank Alfalah,878573,No,613,Current,1
2943,48,Male,Lahore,Allied Bank,549972,No,484,Savings,1
2944,25,Female,Islamabad,HBL,558290,Yes,846,Current,0
2945,57,Female,Lahore,Meezan Bank,1674415,Yes,884,Savings,1
2946,42,Female,Karachi,HBL,402848,No,824,Savings,1
2947,26,Female,Rawalpindi,Bank Alfalah,950476,No,338,Savings,0
2948,19,Male,Lahore,Allied Bank,469369,No,383,Savings,1
2949,32,Female,Islamabad,HBL,1498196,No,320,Savings,1
2950,67,Female,Rawalpindi,Bank Alfalah,1552666,Yes,552,Current,0
2951,20,Female,Faisalabad,Bank Alfalah,1064885,Yes,602,Current,1
2952,66,Female,Lahore,Bank Alfalah,1405395,Yes,557,Current,0
2953,53,Male,Rawalpindi,Meezan Bank,864758,Yes,841,Current,1
2954,21,Male,Faisalabad,UBL,1066402,No,851,Current,1
2955,31,Female,Islamabad,HBL,153206,Yes,760,Savings,1
2956,58,Female,Karachi,UBL,1733629,No,523,Savings,0
2957,58,Female,Lahore,Bank Alfalah,1180416,Yes,391,Current,1
2958,42,Male,Karachi,UBL,1717990,Yes,579,Current,0
2959,67,Male,Islamabad,Bank Alfalah,787104,No,469,Current,1
2960,27,Male,Rawalpindi,Bank Alfalah,1579804,Yes,547,Current,1
2961,38,Male,Rawalpindi,Allied Bank,1730026,Yes,660,Current,1
2962,53,Male,Islamabad,Allied Bank,1688849,Yes,648,Savings,1
2963,29,Female,Islamabad,UBL,1336289,Yes,734,Current,0
2964,44,Male,Lahore,HBL,959731,No,705,Savings,0
2965,57,Male,Faisalabad,UBL,540796,Yes,377,Current,0
2966,19,Female,Karachi,HBL,944112,Yes,757,Savings,1
2967,30,Male,Karachi,UBL,1147635,Yes,885,Current,0
2968,49,Male,Rawalpindi,Meezan Bank,1265617,No,691,Current,0
2969,48,Male,Rawalpindi,Meezan Bank,1156051,No,313,Savings,1
2970,33,Female,Lahore,HBL,664735,Yes,344,Savings,0
2971,49,Male,Islamabad,Allied Bank,927251,Yes,337,Savings,1
2972,49,Female,Karachi,HBL,644936,Yes,715,Current,1
2973,51,Female,Lahore,UBL,34520,No,544,Current,0
2974,28,Male,Rawalpindi,Bank Alfalah,1529216,Yes,361,Current,0
2975,27,Male,Rawalpindi,Meezan Bank,1875940,Yes,792,Current,1
2976,32,Male,Karachi,Bank Alfalah,29734,No,622,Savings,1
2977,34,Male,Rawalpindi,Meezan Bank,1914371,No,551,Savings,1
2978,57,Female,Rawalpindi,UBL,846987,No,767,Savings,1
2979,35,Male,Faisalabad,Meezan Bank,259972,Yes,360,Savings,0
2980,26,Female,Islamabad,HBL,1861265,Yes,418,Savings,1
2981,42,Female,Rawalpindi,Bank Alfalah,697554,Yes,386,Savings,0
2982,57,Female,Faisalabad,Bank Alfalah,1286502,No,894,Savings,1
2983,31,Female,Lahore,UBL,1730729,Yes,379,Current,0
2984,42,Female,Rawalpindi,Bank Alfalah,437900,Yes,527,Current,1
2985,67,Male,Lahore,UBL,1414270,No,782,Savings,1
2986,39,Female,Rawalpindi,Allied Bank,1320470,No,609,Savings,0
2987,69,Female,Karachi,HBL,1898227,Yes,882,Current,1
2988,47,Male,Faisalabad,Meezan Bank,930363,No,784,Savings,0
2989,37,Male,Faisalabad,Meezan Bank,1360560,Yes,324,Current,1
2990,38,Female,Karachi,Meezan Bank,369536,Yes,501,Current,1
2991,61,Female,Islamabad,Allied Bank,331471,Yes,524,Savings,1
2992,49,Male,Faisalabad,HBL,123827,No,809,Current,0
2993,68,Female,Lahore,Bank Alfalah,1617683,Yes,878,Current,1
2994,63,Male,Faisalabad,Bank Alfalah,1668485,No,858,Current,0
2995,66,Male,Islamabad,HBL,476966,No,819,Savings,1
2996,38,Female,Lahore,HBL,635560,No,482,Savings,0
2997,52,Male,Lahore,Meezan Bank,575992,No,376,Current,0
2998,49,Female,Karachi,Bank Alfalah,1517929,Yes,725,Savings,1
2999,47,Female,Rawalpindi,HBL,856811,No,366,Current,1
3000,56,Female,Karachi,Bank Alfalah,689678,Yes,793,Current,1
3001,66,Male,Rawalpindi,HBL,1663851,Yes,846,Savings,1
3002,29,Female,Karachi,UBL,991460,Yes,376,Current,0
3003,58,Male,Rawalpindi,Meezan Bank,1432281,Yes,354,Current,0
3004,64,Female,Faisalabad,HBL,801706,No,772,Current,1
3005,35,Female,Lahore,Allied Bank,945730,No,546,Current,0
3006,38,Male,Rawalpindi,HBL,446850,Yes,738,Current,1
3007,30,Female,Faisalabad,UBL,1941470,Yes,613,Current,1
3008,38,Female,Islamabad,Allied Bank,776032,Yes,619,Current,1
3009,25,Male,Karachi,Allied Bank,1864054,No,519,Savings,1
3010,63,Male,Islamabad,HBL,84210,No,670,Savings,1
3011,57,Male,Faisalabad,UBL,128724,Yes,515,Current,0
3012,63,Female,Islamabad,Allied Bank,1798495,Yes,348,Savings,1
3013,24,Male,Islamabad,Meezan Bank,1473702,Yes,762,Current,0
3014,40,Male,Faisalabad,Meezan Bank,1041270,No,417,Current,1
3015,61,Female,Lahore,Bank Alfalah,1987583,Yes,381,Current,1
3016,49,Male,Rawalpindi,Bank Alfalah,58392,No,562,Current,1
3017,28,Female,Karachi,UBL,1644336,No,888,Savings,1
3018,39,Female,Rawalpindi,Allied Bank,253746,No,795,Current,0
3019,39,Male,Karachi,Meezan Bank,1129480,Yes,475,Current,0
3020,60,Female,Rawalpindi,Meezan Bank,1934071,No,388,Savings,1
3021,42,Male,Islamabad,UBL,1057601,No,658,Savings,1
3022,39,Male,Lahore,Allied Bank,317479,Yes,585,Savings,1
3023,45,Male,Islamabad,UBL,32487,Yes,596,Savings,1
3024,46,Male,Lahore,HBL,1619457,Yes,559,Savings,0
3025,30,Female,Faisalabad,Meezan Bank,1134503,No,774,Savings,0
3026,35,Female,Karachi,UBL,1330594,No,835,Current,1
3027,19,Male,Karachi,UBL,851254,Yes,861,Current,0
3028,46,Male,Faisalabad,HBL,1112524,No,336,Savings,0
3029,38,Female,Rawalpindi,Bank Alfalah,1062184,Yes,480,Savings,1
3030,32,Male,Faisalabad,Meezan Bank,1154563,Yes,324,Current,0
3031,69,Female,Faisalabad,UBL,1163758,No,648,Savings,1
3032,44,Male,Lahore,Meezan Bank,1288970,No,842,Savings,0
3033,67,Female,Faisalabad,Bank Alfalah,1506293,No,526,Savings,0
3034,48,Female,Karachi,UBL,981416,No,647,Current,1
3035,32,Female,Islamabad,HBL,561834,Yes,337,Savings,0
3036,68,Male,Lahore,Meezan Bank,1961007,Yes,682,Current,0
3037,40,Male,Lahore,HBL,1559706,No,869,Current,0
3038,41,Male,Rawalpindi,Bank Alfalah,110804,No,535,Current,0
3039,61,Male,Islamabad,Bank Alfalah,471419,No,480,Savings,0
3040,30,Male,Lahore,Meezan Bank,1907504,Yes,413,Savings,1
3041,39,Female,Faisalabad,Bank Alfalah,851618,Yes,605,Current,1
3042,60,Female,Lahore,Allied Bank,1756282,No,431,Current,0
3043,54,Female,Lahore,Meezan Bank,1194878,Yes,647,Savings,1
3044,50,Female,Lahore,Allied Bank,560008,Yes,479,Current,0
3045,20,Female,Rawalpindi,Bank Alfalah,1363743,Yes,714,Savings,0
3046,36,Female,Lahore,Meezan Bank,1489394,Yes,889,Current,1
3047,40,Female,Lahore,Allied Bank,1125658,No,684,Savings,0
3048,46,Male,Rawalpindi,Bank Alfalah,25050,No,811,Savings,1
3049,47,Female,Islamabad,UBL,1434073,No,342,Current,0
3050,56,Male,Karachi,UBL,1044337,No,779,Current,0
3051,61,Female,Rawalpindi,HBL,1240963,Yes,417,Savings,1
3052,64,Female,Rawalpindi,UBL,1372884,No,870,Current,0
3053,42,Male,Lahore,Allied Bank,1187046,No,360,Current,1
3054,54,Female,Lahore,UBL,826566,No,852,Current,1
3055,64,Male,Karachi,Meezan Bank,1205288,No,487,Savings,0
3056,25,Female,Lahore,Meezan Bank,464887,No,752,Current,0
3057,59,Male,Faisalabad,Meezan Bank,24284,Yes,486,Current,1
3058,33,Female,Lahore,UBL,594814,No,763,Current,0
3059,25,Male,Lahore,UBL,1455215,Yes,463,Current,0
3060,18,Male,Faisalabad,HBL,1087153,Yes,723,Savings,1
3061,61,Female,Karachi,Bank Alfalah,656155,Yes,401,Current,0
3062,22,Female,Faisalabad,HBL,795367,Yes,566,Savings,0
3063,20,Male,Rawalpindi,Allied Bank,1438967,Yes,452,Savings,1
3064,18,Female,Faisalabad,Meezan Bank,331044,Yes,728,Current,0
3065,21,Male,Islamabad,UBL,1929614,No,726,Current,0
3066,57,Female,Rawalpindi,Bank Alfalah,995372,Yes,877,Savings,0
3067,52,Male,Lahore,Bank Alfalah,278210,No,835,Current,0
3068,49,Female,Rawalpindi,UBL,1797512,Yes,632,Current,0
3069,59,Male,Karachi,HBL,786827,Yes,739,Savings,0
3070,51,Female,Karachi,Bank Alfalah,1425062,Yes,423,Current,1
3071,60,Male,Faisalabad,HBL,461104,No,601,Current,0
3072,42,Male,Rawalpindi,UBL,1067159,Yes,648,Current,0
3073,27,Female,Lahore,HBL,1358777,Yes,548,Savings,0
3074,38,Female,Karachi,Meezan Bank,1212252,No,570,Current,1
3075,63,Male,Lahore,UBL,1347284,Yes,728,Savings,0
3076,56,Male,Islamabad,UBL,333573,Yes,869,Savings,1
3077,44,Male,Karachi,Bank Alfalah,895032,Yes,883,Savings,1
3078,44,Male,Faisalabad,Bank Alfalah,1671257,No,546,Current,1
3079,19,Female,Islamabad,Bank Alfalah,1960782,Yes,780,Current,1
3080,58,Male,Rawalpindi,Meezan Bank,1087517,Yes,397,Savings,1
3081,65,Male,Lahore,Meezan Bank,529357,No,628,Savings,0
3082,30,Male,Karachi,Allied Bank,310106,No,892,Current,0
3083,26,Female,Islamabad,UBL,179645,Yes,724,Current,0
3084,69,Male,Islamabad,Bank Alfalah,917842,Yes,876,Savings,0
3085,53,Female,Karachi,UBL,428908,Yes,723,Current,1
3086,39,Female,Rawalpindi,HBL,592708,Yes,304,Savings,1
3087,59,Female,Rawalpindi,Meezan Bank,616703,No,758,Savings,1
3088,43,Female,Faisalabad,Allied Bank,176835,No,892,Current,1
3089,29,Female,Rawalpindi,HBL,878445,No,797,Current,1
3090,34,Female,Faisalabad,UBL,711040,Yes,386,Current,1
3091,31,Female,Islamabad,Meezan Bank,653300,No,701,Savings,0
3092,31,Male,Karachi,Bank Alfalah,1720329,No,592,Current,0
3093,51,Male,Rawalpindi,HBL,1178774,Yes,580,Current,0
3094,37,Female,Faisalabad,Meezan Bank,567776,Yes,496,Savings,0
3095,28,Male,Islamabad,UBL,686819,Yes,382,Savings,1
3096,33,Male,Rawalpindi,UBL,1032133,Yes,326,Current,1
3097,68,Female,Lahore,HBL,415770,Yes,434,Current,1
3098,48,Male,Islamabad,HBL,178939,Yes,389,Savings,0
3099,23,Female,Rawalpindi,HBL,219176,No,505,Savings,0
3100,36,Male,Islamabad,Allied Bank,1685194,Yes,326,Current,0
3101,54,Female,Karachi,Bank Alfalah,1758951,Yes,677,Current,0
3102,21,Female,Karachi,Meezan Bank,1325777,No,870,Savings,0
3103,64,Male,Karachi,UBL,262570,No,883,Current,0
3104,21,Male,Lahore,UBL,1665890,No,714,Savings,1
3105,37,Female,Karachi,Bank Alfalah,1588169,No,526,Savings,0
3106,27,Female,Lahore,HBL,333420,No,367,Current,0
3107,41,Female,Karachi,HBL,960244,Yes,661,Current,0
3108,52,Male,Islamabad,UBL,251290,Yes,559,Savings,1
3109,43,Male,Rawalpindi,Bank Alfalah,934178,No,362,Savings,0
3110,54,Male,Rawalpindi,UBL,183403,No,691,Savings,0
3111,55,Male,Karachi,HBL,1673398,No,545,Current,1
3112,38,Female,Rawalpindi,Meezan Bank,156388,No,577,Savings,0
3113,57,Female,Karachi,HBL,681577,Yes,646,Savings,0
3114,56,Female,Karachi,Meezan Bank,1169621,No,671,Savings,1
3115,38,Female,Faisalabad,Allied Bank,417818,No,422,Current,1
3116,27,Male,Faisalabad,Bank Alfalah,1841418,Yes,356,Savings,0
3117,55,Female,Faisalabad,Allied Bank,1407901,Yes,459,Current,1
3118,63,Female,Lahore,HBL,1955915,Yes,426,Current,1
3119,21,Male,Faisalabad,Bank Alfalah,1072563,No,610,Savings,0
3120,62,Male,Karachi,HBL,1632779,No,817,Savings,1
3121,37,Female,Islamabad,Bank Alfalah,547831,Yes,564,Savings,1
3122,34,Male,Faisalabad,Bank Alfalah,1348664,No,587,Current,0
3123,24,Female,Faisalabad,HBL,1772177,No,719,Savings,1
3124,21,Male,Islamabad,HBL,674504,Yes,827,Current,0
3125,46,Male,Karachi,Bank Alfalah,1430138,Yes,439,Current,1
3126,31,Female,Lahore,Bank Alfalah,48459,Yes,774,Current,1
3127,20,Male,Faisalabad,HBL,1229475,No,828,Current,0
3128,41,Female,Islamabad,HBL,565029,Yes,688,Current,1
3129,54,Male,Karachi,UBL,1783951,No,810,Current,1
3130,33,Male,Rawalpindi,UBL,1708941,No,837,Savings,1
3131,69,Male,Lahore,UBL,1521526,No,512,Savings,1
3132,21,Male,Islamabad,Allied Bank,1657491,Yes,812,Current,1
3133,41,Male,Islamabad,Bank Alfalah,784071,Yes,564,Current,0
3134,51,Female,Islamabad,Meezan Bank,909804,Yes,642,Savings,1
3135,47,Male,Faisalabad,Allied Bank,341885,No,337,Savings,0
3136,35,Female,Rawalpindi,Bank Alfalah,603465,Yes,532,Savings,1
3137,36,Male,Lahore,Meezan Bank,1062119,Yes,559,Savings,1
3138,48,Female,Karachi,UBL,1041232,No,607,Current,0
3139,36,Male,Karachi,Meezan Bank,1719527,No,702,Savings,1
3140,66,Female,Rawalpindi,HBL,1299785,Yes,560,Current,1
3141,63,Female,Islamabad,HBL,852827,Yes,775,Current,1
3142,36,Male,Islamabad,Bank Alfalah,201506,No,405,Savings,1
3143,39,Male,Islamabad,Allied Bank,301199,No,546,Savings,0
3144,41,Male,Islamabad,UBL,278260,No,603,Current,0
3145,62,Female,Islamabad,Bank Alfalah,1376205,Yes,642,Current,1
3146,29,Female,Rawalpindi,UBL,667767,Yes,746,Current,0
3147,47,Male,Faisalabad,HBL,1745530,No,337,Current,0
3148,55,Male,Lahore,Allied Bank,600709,Yes,345,Savings,1
3149,48,Female,Islamabad,Allied Bank,763091,Yes,519,Savings,1
3150,53,Female,Faisalabad,HBL,1572702,Yes,555,Savings,0
3151,36,Male,Karachi,Meezan Bank,1356131,No,436,Savings,0
3152,65,Female,Rawalpindi,Allied Bank,1444835,Yes,530,Savings,0
3153,62,Male,Faisalabad,Meezan Bank,1266309,No,877,Current,0
3154,53,Male,Islamabad,UBL,228102,Yes,337,Current,0
3155,47,Male,Islamabad,Allied Bank,1158348,No,454,Savings,0
3156,66,Female,Islamabad,HBL,1245092,No,802,Savings,1
3157,50,Female,Faisalabad,Meezan Bank,362265,Yes,404,Current,1
3158,35,Female,Islamabad,UBL,1801517,Yes,554,Current,0
3159,69,Female,Faisalabad,UBL,1968679,No,703,Savings,1
3160,66,Male,Islamabad,Allied Bank,229055,No,787,Savings,1
3161,45,Female,Karachi,Allied Bank,908102,Yes,757,Current,0
3162,64,Male,Karachi,Bank Alfalah,508535,No,827,Savings,0
3163,28,Male,Lahore,Bank Alfalah,1740174,No,890,Savings,0
3164,62,Male,Islamabad,Allied Bank,114627,Yes,824,Current,1
3165,50,Female,Islamabad,Bank Alfalah,1755639,Yes,669,Current,0
3166,34,Male,Faisalabad,HBL,1224844,Yes,401,Current,1
3167,23,Male,Faisalabad,HBL,1791157,Yes,898,Savings,1
3168,21,Female,Islamabad,Bank Alfalah,1857746,No,899,Current,0
3169,37,Male,Lahore,Allied Bank,1035116,Yes,840,Savings,1
3170,65,Female,Islamabad,HBL,648471,Yes,811,Current,0
3171,64,Female,Faisalabad,UBL,1860780,Yes,688,Savings,0
3172,44,Female,Islamabad,Allied Bank,1385990,Yes,662,Savings,1
3173,32,Male,Faisalabad,Meezan Bank,1999572,No,414,Current,0
